Id,budget,company,country,director,genre,gross,movie status,name,rating,released,runtime,score,star,votes,writer,year
1,0,Film Kraft,India,Rakesh Roshan,1,356000,Hit,Kaho Naa... Pyaar Hai,B,14-01-2000,172,6.9,Hrithik Roshan,10926,Rakesh Roshan,2000
2,0,France 2 Cinéma,France,Anne Fontaine,2,20838,Hit,Nathalie...,B15,07-01-2004,100,6.3,Fanny Ardant,4052,Philippe Blasband,2003
3,0,Abbas Kiarostami Productions,Iran,Abbas Kiarostami,2,40300,Flop,Through the Olive Trees,G,25-01-1995,103,7.8,Mohamad Ali Keshavarz,4232,Abbas Kiarostami,1994
4,0,Adelaide Motion Picture Company,Australia,Mario Andreacchio,3,47687,Hit,Napoleon,G,10-10-1997,81,6.1,Jamie Croft,1353,Mario Andreacchio,1995
5,0,Amblimation,USA,Simon Wells,4,11268750,Flop,Balto,G,22-12-1995,100,7.1,Kevin Bacon,32984,Cliff Ruby,1995
6,0,Bagdasarian Productions,USA,Janice Karman,4,6804312,Flop,The Chipmunk 3,G,22-05-1987,100,7.2,Ross Bagdasarian Jr.,4383,Janice Karman,1987
7,0,Canal+,France,Éric Rohmer,5,196927,Flop,A Summer's Tale,G,20-06-2014,113,7.7,Melvil Poupaud,4597,Éric Rohmer,1996
8,0,"Cannon Group, The",USA,David Irving,6,355253,Hit,Rumpelstiltskin,G,1987-04,84,5.4,Amy Irving,444,Jacob Grimm,1987
9,0,Cineplex-Odeon Films,USA,John D. Hancock,2,18587135,Hit,Prancer,G,17-11-1989,103,6.3,Sam Elliott,3478,Greg Taylor,1989
10,0,Columbia Pictures Film Production Asia,China,Yimou Zhang,2,1280090,Hit,The Road Home,G,15-06-2001,89,7.9,Ziyi Zhang,10983,Shi Bao,1999
11,0,DIC Entertainment,Canada,Bruno Bianchi,7,2193642,Hit,Heathcliff: The Movie,G,17-01-1986,73,5.3,Mel Blanc,187,George Gately,1986
12,0,Disney Television 4,France,Bob Hathcock,4,18115724,Hit,DuckTales the Movie: Treasure of the Lost Lamp,G,03-08-1990,74,6.9,Alan Young,21633,Alan Burnett,1990
13,0,Disneytoon Studios,USA,Francis Glebas,4,23103423,Hit,Piglet's Big Movie,G,21-03-2003,75,6,John Fiedler,5240,Brian Hohlfeld,2003
14,0,Don Bluth,Ireland,Don Bluth,4,71368,Hit,A Troll in Central Park,G,07-10-1994,76,5.4,Dom DeLuise,4914,Stu Krieger,1994
15,0,Embark Production,USA,Joe Camp,3,22257624,Flop,Benji the Hunted,G,05-06-1987,88,6.3,Red Steagall,2244,Joe Camp,1987
16,0,Filmation Associates,USA,John Howley,7,3299382,Hit,Happily Ever After,G,28-05-1993,75,5.1,Ed16d Asner,1876,Martha Moran,1990
17,0,Fuji Television Network,Japan,Masanori Hata,3,13245219,Hit,The 3s of Milo and Otis,G,25-08-1989,90,7.1,Kyôko Koizumi,9178,Masanori Hata,1986
18,0,Gaumont,France,Yves Robert,3,1710856,Flop,My Father's Glory,G,1991-08,105,7.6,Philippe Caubère,5179,Louis Nucéra,1990
19,0,Goodtimes Entertainment,USA,William R. Kowalchuk Jr.,4,113484,Flop,Rudolph the Red-Nosed Reindeer,G,16-10-1998,100,5.8,John Goodman,1851,Robert May,1998
20,0,Hanna-Barbera Productions,USA,Don Lusk,4,1338264,Flop,GoBots: Battle of the Rock Lords,G,21-03-1986,75,5.8,Margot Kidder,397,Jeff Segal,1986
21,0,Hanna-Barbera Productions,USA,Joseph Barbera,4,10900000,Hit,Jetsons: The Movie,G,06-07-1990,82,5.5,George O'Hanlon,3913,Dennis Marks,1990
22,0,Hyperion Pictures,USA,Carroll Ballard,7,781727,Hit,Nutcracker,G,26-11-1986,100,7.2,Hugh Bigney,578,Kent Stowell,1986
23,0,Iwerks Entertainment,France,Jean-Jacques Annaud,3,15054389,Hit,Wings of Courage,G,18-09-1996,50,6.5,Craig Sheffer,537,Alain Godard,1995
24,0,"Jim Henson Company, The",USA,Brian Henson,1,33609000,Flop,Muppet Treasure Island,G,16-02-1996,99,6.9,Tim Curry,17264,Robert Louis Stevenson,1996
25,0,Keystone Pictures,USA,Richard Martin,5,10215386,Hit,Air Bud: Golden Receiver,G,14-08-1998,90,4.5,Kevin Zegers,4556,Kevin DiCicco,1998
26,0,Lacewood Productions,Canada,Paul Schibli,4,1781694,Flop,El príncipe Cascanueces,G,21-11-1990,100,6.9,Kiefer Sutherland,1698,E.T.A. Hoffmann,1990
27,0,Melampo Cinematografica,Italy,Roberto Benigni,5,3684305,Hit,Pinocchio,G,25-12-2002,108,4.2,Roberto Benigni,6772,Roberto Benigni,2002
28,0,MGM 7 Entertainment,USA,Larry Leker,4,8620500,Flop,All Dogs Go to Heaven 2,G,29-03-1996,82,5.5,Charlie Sheen,4507,Mark Young,1996
29,0,Nelvana,Canada,Dale Schott,4,8540346,Hit,Care Bears Movie II: A New Generation,G,21-03-1986,76,5.3,Maxine Miller,1760,Peter Sauder,1986
30,0,Panorama Film A/S,Denmark,Gabriel Axel,5,4398938,Hit,Babette's Feast,G,04-03-1988,102,7.8,Stéphane Audran,14838,Karen Blixen,1987
31,0,Paramount Pictures,USA,Robert Lieberman,5,14812000,Flop,All I Want for Christmas,G,08-11-1991,92,6,Harley Jane Kozak,3508,Thom Eberhardt,1991
32,0,Paramount Pictures,USA,Gary Winick,5,82985708,Flop,Charlotte's Web,G,15-12-2006,97,6.3,Dakota Fanning,30383,Susannah Grant,2006
33,0,Payam Films,Iran,Babak Payami,5,114183,Hit,Secret Ballot,G,26-10-2001,100,6.7,Nassim Abdi,1107,Mohsen Makhmalbaf,2001
34,0,RAS,USA,Mark Lewis,5,3992809,Flop,Gordy,G,12-05-1995,100,3.9,Kristy Young,1701,Jay Sommers,1995
35,0,Sands,UK,Christine Edzard,2,1025228,Hit,Little Dorrit,G,21-10-1988,357,7.5,Derek Jacobi,886,Charles Dickens,1987
36,0,Siriol Productions,UK,József Gémes,4,2144238,Hit,The Princess and the Goblin,G,03-06-1994,100,6.9,Claire Bloom,1975,Robin Lyons,1991
37,0,Sunbow Productions,USA,Mike Joens,4,5958456,Flop,My Little Pony: The Movie,G,06-06-1986,86,6,Danny DeVito,2125,George Arthur Bloom,1986
38,0,Touchwood Pacific Partners 1,USA,Duwayne Dunham,3,41833324,Flop,Home16d Bound: The Incredible Journey,G,12-02-1993,84,6.9,Michael J. Fox,36081,Sheila Burnford,1993
39,0,Universal Pictures,USA,Don Bluth,4,47483002,Hit,An American Tail,G,21-11-1986,80,6.9,Dom DeLuise,41004,Judy Freudberg,1986
40,0,Universal Pictures,USA,Phil Nibbelink,4,22166041,Flop,An American Tail: Fievel Goes West,G,22-11-1991,75,6.5,James Ste16t,18924,Flint Dille,1991
41,0,Universal Pictures,USA,Phil Nibbelink,4,9315576,Flop,We're Back! A Dinosaur's Story,G,24-11-1993,72,6.1,John Goodman,11383,John Patrick Shanley,1993
42,0,Walt Disney Pictures,USA,Steve Miner,2,7300000,Flop,Wild Hearts Can't Be Broken,G,24-05-1991,88,7.2,Gabrielle An16,4092,Matt Williams,1991
43,0,Walt Disney Pictures,USA,Kevin Lima,4,35348597,Hit,A Goofy Movie,G,07-04-1995,78,6.8,Bill Farmer,36877,Jymn Magon,1995
44,0,Walt Disney Pictures,USA,David R. Ellis,3,49142277,Flop,Home16d Bound II: Lost in San Francisco,G,08-03-1996,89,5.9,Michael J. Fox,11514,Chris Hauty,1996
45,0,Walt Disney Pictures,USA,Tim Fywell,5,24381334,Hit,Ice Princess,G,18-03-2005,98,6,Michelle Trachtenberg,21228,Meg Cabot,2005
46,0,Walt Disney Pictures,USA,Roger Kumble,3,45588608,Hit,College Road Trip,G,07-03-2008,83,4.3,Raven-Symoné,13864,Emi Mochizuki,2008
47,0,16ner Bros.,USA,Agnieszka Holland,2,31181347,Hit,The Secret Garden,G,13-08-1993,101,7.3,Kate Maberly,30896,Frances Hodgson Burnett,1993
48,0,16ner Bros.,USA,Caroline Thompson,3,4630377,Hit,Black Beauty,G,29-07-1994,88,6.6,Sean Bean,7810,Anna Sewell,1994
49,0,Winslow Partners Ltd.,UK,David Mamet,2,3956112,Flop,The Winslow Boy,G,29-10-1999,104,7.4,Rebecca Pidgeon,6669,Terence Rattigan,1999
50,3500000,Turner Pictures (I),USA,Phil Roman,4,3560469,Hit,The Tom and Jerry Movie,G,30-07-1993,84,5.3,Richard Kind,7519,Dennis Marks,1992
51,5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,7,3569939,Hit,Las travesuras de una pelirojja,G,29-07-1988,100,5.9,Tami Erin,3474,Astrid Lindgren,1988
52,5000000,Silver Screen Partners III,USA,Jeff Blyth,3,8153677,Hit,Cheetah,G,18-08-1989,83,6.1,Keith Coogan,703,Alan Caillou,1989
53,10000000,Asymmetrical Productions,France,David Lynch,8,6203044,Flop,The Straight Story,G,03-11-1999,112,8,Richard Farnsworth,68583,John Roach,1999
54,10000000,Picturehouse,USA,Patricia Rozema,2,17655201,Flop,Kit Kittredge: An American Girl,G,02-07-2008,101,6.6,Abigail Breslin,4988,Ann Peacock,2008
55,11000000,Walt Disney Pictures,USA,Kenny Ortega,5,90559416,Hit,High School 13 3: Senior Year,G,24-10-2008,112,4.6,Zac Efron,47545,Peter Barsocchini,2008
56,12000000,Walt Disney Pictures,USA,Brian Henson,5,27281507,Flop,The Muppet Christmas Carol,G,11-12-1992,85,7.7,Michael Caine,37054,Charles Dickens,1992
57,12000000,Walt Disney Pictures,USA,Michael Lembeck,3,84500122,Flop,The Santa Clause 3: The Escape Clause,G,03-11-2006,97,4.7,Tim Allen,24317,Ed Decter,2006
58,12500000,Universal Pictures,USA,Don Bluth,4,48092846,Flop,The Land Before Time,G,18-11-1988,69,7.4,Pat Hingle,66623,Stu Krieger,1988
59,13000000,Hanna-Barbera Productions,UK,Charles Grosvenor,4,6574896,Hit,Once Upon a Forest,G,18-06-1993,71,6.5,Michael Crawford,4131,Rae Lambert,1993
60,13800000,Goldcrest Films International,Ireland,Don Bluth,4,27100027,Hit,All Dogs Go to Heaven,G,17-11-1989,84,6.7,Dom DeLuise,29118,Don Bluth,1989
61,14000000,Walt Disney Pictures,USA,Ron Clements,4,38600000,Hit,The Great Mouse Detective,G,02-07-1986,74,7.2,Vincent Price,36539,Peter Young,1986
62,15000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,3,26161406,Flop,Ramona and Beezus,G,23-07-2010,100,6.7,Joey King,14808,Laurie Craig,2010
63,15000000,Polygram Filmed Entertainment,Canada,Steve Gomer,3,11144518,Hit,Barney's Great 3,G,03-04-1998,76,2.9,George Hearn,2827,Stephen White,1998
64,16000000,4 Kids Entertainment,Japan,Kunihiko Yuyama,4,17052128,Flop,Pokémon 3: The Movie,G,06-04-2001,93,5.7,Rica Matsumoto,10090,Norman J. Grossfeld,2000
65,17000000,16ner Bros.,USA,Alfonso Cuarón,2,10019307,Flop,A Little Princess,G,19-05-1995,97,7.7,Liesel Matthews,26945,Frances Hodgson Burnett,1995
66,18000000,Goldcrest Films International,Ireland,Don Bluth,4,11657385,Hit,Amigos inseparables,G,03-04-1992,100,6,Glen Campbell,6716,Don Bluth,1991
67,19000000,Gullane Pictures,UK,Britt Allcroft,3,15911333,Flop,Thomas and the Magic Railroad,G,26-07-2000,85,3.7,Alec Baldwin,3106,Britt Allcroft,2000
68,19000000,Krasnow Productions,USA,Emile Ardolino,7,2119994,Flop,The Nutcracker,G,24-11-1993,92,5.8,Darci Kistler,1280,Susan Cooper,1993
69,20000000,98 MPH Productions,USA,John Lee Hancock,2,75600072,Hit,The Rookie,G,29-03-2002,127,7,Dennis Quaid,28077,Mike Rich,2002
70,20000000,Disney Television 4,USA,Robin Budd,4,48430258,Flop,Peter Pan II: Return to Neverland,G,15-02-2002,72,5.8,Blayne Weaver,14642,Temple Mathews,2002
71,20000000,Disney Television 4,USA,Steve Trenbirth,4,47887943,Flop,The Jungle Book 2,G,14-02-2003,72,5.4,John Goodman,12558,Karl Geurs,2003
72,20000000,Nest 7 Entertainment,USA,Richard Rich,4,9771658,Hit,The Swan Princess,G,18-11-1994,100,6.4,Jack Palance,18972,Richard Rich,1994
73,23000000,Disney Television 4,USA,Chuck Sheetz,4,36696761,Hit,Recess: School's Out,G,16-02-2001,82,6.6,Andrew Lawrence,7522,Paul Germain,2001
74,23000000,Studio Ghibli,Japan,Hiromasa Yonebayashi,4,19202743,Flop,The Secret World of Arrietty,G,17-02-2012,94,7.6,Bridgit Mendler,59799,Mary Norton,2010
75,24000000,FAI Films,Australia,Bill Kroyer,4,24650296,Hit,FernGully: Las aventuras de Zak y Crysta,G,10-04-1992,76,6.5,Samantha Mathis,22480,Jim Cox,1992
76,24000000,Jim Henson Pictures,USA,Tim Hill,3,16625807,Hit,Muppets from Space,G,14-07-1999,87,6.3,Dave Goelz,15619,Jerry Juhl,1999
77,24000000,Paramount Pictures,USA,Igor Kovalyov,4,100494675,Hit,The Rugrats Movie,G,20-11-1998,79,5.9,Elizabeth Daily,15183,David N. Weiss,1998
78,25000000,Morgan Creek Productions,USA,Richard Rich,4,11956538,Flop,The King and I,G,19-03-1999,87,4.1,Miranda Richardson,3209,Oscar Hammerstein II,1999
79,25000000,New Line Cinema,UK,Steve Barron,3,15094530,Hit,The 3s of Pinocchio,G,26-07-1996,90,5.3,Martin Landau,4408,Sherry Mills,1996
80,25000000,Walt Disney Pictures,USA,Gary Trousdale,4,218967620,Flop,Beauty and the Beast,G,22-11-1991,84,8,Paige O'Hara,344844,Linda Woolverton,1991
81,26000000,Jim Henson Pictures,USA,Gary Halvorson,3,11634458,Flop,The 3s of Elmo in Grouchland,G,01-10-1999,73,5.8,Kevin Clash,2304,Mitchell Kriegman,1999
82,26000000,Walt Disney Pictures,USA,Garry Marshall,5,108248956,Flop,The Princess Diaries,G,03-08-2001,111,6.3,Julie Andrews,103820,Meg Cabot,2001
83,27000000,Twentieth Century Fox Film Corporation,USA,Pixote Hunt,4,13670688,Hit,The Pagemaster,G,23-11-1994,80,6,Macaulay Culkin,17391,David Kirschner,1994
84,28000000,Don Bluth,Ireland,Don Bluth,4,11373501,Hit,Pulgarcita,G,30-03-1994,100,6.4,Jodi Benson,12483,Hans Christian Andersen,1994
85,28000000,Metro-Goldwyn-Mayer (MGM),Ireland,Don Bluth,4,3983912,Flop,La piedra y el pingüino,G,12-04-1995,74,5.6,Martin Short,3607,Rachel Koretsky,1995
86,28000000,Richard Williams Productions,UK,Richard Williams,4,669276,Hit,The Thief and the Cobbler,G,25-08-1995,72,7.1,Vincent Price,2780,Richard Williams,1993
87,28000000,Walt Disney Pictures,USA,Ron Clements,4,217350219,Hit,Aladdin,G,25-11-1992,90,8,Scott Weinger,287068,Ron Clements,1992
88,30000000,4 Kids Entertainment,Japan,Michael Haigney,4,43758684,Hit,Pokémon: The Movie 2000,G,21-07-2000,84,6,Rica Matsumoto,16683,Satoshi Tajiri,1999
89,30000000,Aardman 4s,UK,Steve Box,4,56110897,Flop,The Curse of the Were-Rabbit,G,07-10-2005,85,7.5,Peter Sallis,105471,Steve Box,2005
90,30000000,Disney Television 4,USA,Jun Falkenstein,4,45554533,Flop,The Tigger Movie,G,11-02-2000,77,6.3,Jim Cummings,14258,A.A. Milne,2000
91,30000000,It's a Laugh Productions,USA,Peter Chelsom,5,79566871,Flop,Hannah Montana: The Movie,G,10-04-2009,102,4.3,Miley Cyrus,34118,Dan Berendsen,2009
92,30000000,Oriental Light and Magic (OLM),Japan,Kunihiko Yuyama,4,85744662,Hit,Pokémon: The First Movie - Mewtwo Strikes Back,G,10-11-1999,96,6,Veronica Taylor,32118,Satoshi Tajiri,1998
93,30000000,Paramount Pictures,Germany,Stig Bergqvist,4,76507756,Flop,Rugrats in Paris: The Movie,G,17-11-2000,78,6.1,Christine Cavanaugh,8974,J. David Stem,2000
94,30000000,Paramount Pictures,USA,John A. Davis,4,80936232,Flop,Jimmy Neutron: Boy Genius,G,21-12-2001,82,6,Debi Derryberry,25867,John A. Davis,2001
95,30000000,Pixar 4 Studios,USA,John Lasseter,4,191796233,Hit,Toy Story,G,22-11-1995,81,8.3,Tom Hanks,694113,John Lasseter,1995
96,30000000,Silver Screen Partners IV,USA,Hendel Butoy,4,27931461,Flop,The Rescuers Down Under,G,16-11-1990,100,6.9,Bob Newhart,30141,Jim Cox,1990
97,30000000,Universal Pictures,Australia,Chris Noonan,5,66600000,Flop,"Babe, el puerquito valiente",G,04-08-1995,91,6.8,James Cromwell,100541,Dick King-Smith,1995
98,30000000,Walt Disney Pictures,USA,Stephen J. Anderson,4,26692846,Flop,Winnie the Pooh,G,15-07-2011,100,7.2,Jim Cummings,16941,Stephen J. Anderson,2011
99,31000000,Walt Disney Feature 4,USA,George Scribner,4,74151346,Flop,Oliver & Company,G,18-11-1988,74,6.7,Joey Lawrence,35531,Jim Cox,1988
100,32000000,David Kirschner Productions,USA,Mark Dindal,4,3562749,Hit,Cats Don't Dance,G,26-03-1997,75,6.9,Scott Bakula,6006,Mark Dindal,1997
101,34000000,Studio Ghibli,Japan,Hayao Miyazaki,4,15090400,Hit,Ponyo,G,14-08-2009,101,7.7,Cate Blanchett,94663,Hayao Miyazaki,2008
102,35000000,Arc Productions,Canada,Colin Brady,4,14522427,Hit,Everyone's Hero,G,15-09-2006,87,5.8,Jake T. Austin,6650,Robert Kurtz,2006
103,35000000,TMS Entertainment,Japan,Masami Hata,7,1368210,Hit,Little Nemo: 3s in Slumberland,G,21-08-1992,85,7.2,Gabriel Damon,5800,Chris Columbus,1989
104,35000000,Vanguard 4,UK,Gary Chapman,4,19447478,Hit,Valiant,G,19-08-2005,76,5.6,Ewan McGregor,17195,George Webster,2005
105,35000000,Walt Disney Pictures,USA,Peter Hastings,5,16988996,Hit,The Country Bears,G,26-07-2002,88,4,Haley Joel Osment,4149,Mark Perez,2002
106,36000000,Touchstone Pictures,UK,Kelly Asbury,4,99967670,Hit,Gnomeo & Juliet,G,11-02-2011,84,6,James McAvoy,45274,Rob Sprackling,2011
107,40000000,Walt Disney Pictures,USA,Ron Clements,4,111543479,Hit,The Little Mermaid,G,17-11-1989,83,7.6,Jodi Benson,188455,John Musker,1989
108,40000000,Walt Disney Pictures,USA,Garry Marshall,5,95170481,Hit,The Princess Diaries 2: Royal Engagement,G,11-08-2004,113,5.7,Anne Hathaway,59819,Meg Cabot,2004
109,40000000,16ner Bros.,USA,Frederik Du Chau,4,22717758,Hit,The Magic Sword: Quest for Camelot,G,15-05-1998,86,6.2,Jessalyn Gilsig,12174,Vera Chapman,1998
110,45000000,Aardman 4s,UK,Peter Lord,4,106834564,Flop,Chicken Run,G,23-06-2000,84,7,Mel Gibson,150396,Peter Lord,2000
111,45000000,Walt Disney Pictures,USA,Roger Allers,4,312900000,Flop,The Lion King,G,24-06-1994,88,8.5,Matthew Broderick,723070,Irene Mecchi,1994
112,50000000,Imagine Entertainment,USA,Matthew O'Callaghan,4,58640119,Hit,Curious George,G,10-02-2006,87,6.6,Will Ferrell,13503,Ken Kaufman,2006
113,50000000,Twentieth Century Fox Film Corporation,USA,Don Bluth,4,58406347,Hit,Anastasia,G,21-11-1997,94,7.1,Meg Ryan,94409,Susan Gauthier,1997
114,50000000,Walt Disney Pictures,USA,Angela Robinson,3,66023816,Hit,Herbie Fully Loaded,G,22-06-2005,101,4.8,Lindsay Lohan,38998,Thomas Lennon,2005
115,55000000,Walt Disney Pictures,USA,Mike Gabriel,4,141600000,Hit,Pocahontas,G,23-06-1995,81,6.7,Mel Gibson,133708,Carl Binder,1995
116,60000000,Universal Pictures,UK,Sam Fell,4,50877145,Flop,The Tale of Despereaux,G,19-12-2008,93,6.1,Matthew Broderick,32512,Kate DiCamillo,2008
117,65000000,Mandate Pictures,USA,Zach Helm,5,32061555,Hit,Mr. Magorium's Wonder Emporium,G,16-11-2007,93,6.2,Natalie Portman,37538,Zach Helm,2007
118,65000000,Walt Disney Pictures,USA,Michael Lembeck,5,139236327,Flop,The Santa Clause 2,G,01-11-2002,104,5.6,Tim Allen,38234,Don Rhymer,2002
119,75000000,Fox 2000 Pictures,USA,Mike Mitchell,4,133110742,Flop,Alvin and the Chipmunks: Chipwrecked,G,16-12-2011,87,4.4,Justin Long,24939,Jonathan Aibel,2011
120,75000000,Walt Disney Pictures,USA,Stephen Herek,3,136189294,Flop,101 Dalmatians,G,27-11-1996,103,5.7,Glenn Close,81872,Dodie Smith,1996
121,80000000,C.O.R.E. Feature 4,Canada,Steve 'Spaz' Williams,4,37384046,Hit,Vida salvaje,G,14-04-2006,100,5.3,Kiefer Sutherland,20301,Ed Decter,2006
122,80000000,DreamWorks 4,USA,Kelly Asbury,4,73280117,Flop,Spirit: Stallion of the Cimarron,G,24-05-2002,83,7.1,Matt Damon,50166,John Fusco,2002
123,80000000,Kennedy Miller Productions,Australia,George Miller,3,18319860,Hit,Babe el puerquito va a la ciudad,G,25-11-1998,97,5.8,Magda Szubanski,26946,George Miller,1998
124,80000000,Walt Disney Pictures,USA,James Algar,4,60655420,Flop,Fantasia 2000,G,16-06-2000,100,7.2,James Levine,29666,Eric Goldberg,1999
125,85000000,Blue Sky Studios,USA,Jimmy Hay16d,4,154529439,Flop,Horton Hears a Who!,G,14-03-2008,86,6.8,Jim Carrey,113151,Ken Daurio,2008
126,85000000,Cruella Productions,USA,Kevin Lima,3,66957026,Hit,102 Dalmatians,G,22-11-2000,100,4.8,Glenn Close,28524,Dodie Smith,2000
127,85000000,Walt Disney Pictures,USA,Ron Clements,4,99046791,Hit,Hercules,G,27-06-1997,93,7.2,Tate Donovan,159637,Ron Clements,1997
128,90000000,Pixar 4 Studios,USA,John Lasseter,4,245852179,Hit,Toy Story 2,G,24-11-1999,92,7.9,Tom Hanks,420432,John Lasseter,1999
129,90000000,Twentieth Century Fox 4,USA,Carlos Saldanha,4,143619809,Flop,Rio,G,15-04-2011,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha,2011
130,90000000,Walt Disney Feature 4 Florida,USA,Tony Bancroft,4,120620254,Hit,Mulan,G,19-06-1998,88,7.6,Ming-Na Wen,193214,Robert D. San Souci,1998
131,94000000,Pixar 4 Studios,USA,Andrew Stanton,4,380843261,Hit,Finding Nemo,G,30-05-2003,100,8.1,Albert Brooks,772029,Andrew Stanton,2003
132,99000000,Twentieth Century Fox 4,USA,Steve Martino,4,130178411,Hit,The Peanuts Movie,G,06-11-2015,88,7.1,Noah Schnapp,34889,Craig Schulz,2015
133,100000000,Walt Disney Feature 4,USA,Gary Trousdale,4,100138851,Flop,The Hunchback of Notre Dame,G,21-06-1996,91,6.9,Demi Moore,113772,Tab Murphy,1996
134,100000000,Walt Disney Feature 4,USA,Mark Dindal,4,89302687,Flop,The Emperor's New Groove,G,15-12-2000,78,7.3,David Spade,141885,Chris Williams,2000
135,103000000,Twentieth Century Fox 4,USA,Carlos Saldanha,4,131538435,Flop,Rio 2,G,11-04-2014,101,6.3,Jesse Eisenberg,64550,Don Rhymer,2014
136,105000000,Walt Disney 4 Studios,USA,Ron Clements,4,104400899,Flop,The Princess and the Frog,G,11-12-2009,97,7.1,Anika Noni Rose,97887,Ron Clements,2009
137,115000000,Pixar 4 Studios,USA,Pete Docter,4,289916256,Hit,"Monsters, Inc.",G,02-11-2001,92,8.1,Billy Crystal,652440,Pete Docter,2001
138,120000000,Pixar 4 Studios,USA,John Lasseter,4,162798565,Hit,A Bug's Life,G,25-11-1998,95,7.2,Kevin Spacey,226736,John Lasseter,1998
139,120000000,Pixar 4 Studios,USA,John Lasseter,4,244082982,Flop,Cars,G,09-06-2006,117,7.1,Owen Wilson,292006,John Lasseter,2006
140,128000000,Walt Disney Feature 4 Florida,USA,Aaron Blaise,4,85336277,Hit,Tierra de osos,G,31-10-2003,85,6.8,Joaquin Phoenix,77498,Tab Murphy,2003
141,130000000,Walt Disney Pictures,USA,Chris Buck,4,171091819,Hit,Tarzan,G,18-06-1999,88,7.2,Tony Goldwyn,160561,Tab Murphy,1999
142,150000000,Pixar 4 Studios,USA,Brad Bird,4,206445654,Flop,Ratatouille,G,29-06-2007,111,8,Brad Garrett,516560,Brad Bird,2007
143,150000000,Walt Disney 4 Studios,USA,Stephen J. Anderson,4,97822171,Hit,Meet the Robinsons,G,30-03-2007,95,6.9,Daniel Hansen,72807,Jon Bernstein,2007
144,150000000,Walt Disney Pictures,USA,Mark Dindal,4,135386665,Hit,Chicken Little,G,04-11-2005,81,5.8,Zach Braff,70253,Mark Dindal,2005
145,165000000,Castle Rock Entertainment,USA,Robert Zemeckis,4,183373735,Hit,The Polar Express,G,10-11-2004,100,6.6,Tom Hanks,134170,Chris Van Allsburg,2004
146,180000000,FortyFour Studios,USA,Andrew Stanton,4,223808164,Hit,WALL·E,G,27-06-2008,98,8.4,Ben Burtt,799707,Andrew Stanton,2008
147,200000000,Walt Disney Pictures,USA,Lee Unkrich,4,415004880,Hit,Toy Story 3,G,18-06-2010,103,8.3,Tom Hanks,603472,John Lasseter,2010
148,200000000,Walt Disney Pictures,USA,John Lasseter,4,191452396,Hit,Cars 2,G,24-06-2011,106,6.2,Owen Wilson,116477,John Lasseter,2011
149,200000000,Walt Disney Pictures,USA,Dan Scanlon,4,268492764,Flop,Monsters University,G,21-06-2013,104,7.3,Billy Crystal,258992,Dan Scanlon,2013
150,0,Allarts,Netherlands,Peter Greenaway,9,7724701,Flop,"The Cook, the Thief, His Wife & Her Lover",NC-17,06-04-1990,124,7.6,Richard Bohringer,28906,Peter Greenaway,1989
151,0,Channel Four Films,UK,Sean Mathias,2,372341,Flop,Bent,NC-17,26-11-1997,105,7.3,Lothaire Bluteau,6690,Martin Sherman,1997
152,0,Cheap Date,USA,Ken Russell,2,1008404,Hit,Whore,NC-17,18-10-1991,85,5.5,Theresa Russell,2921,David Hines,1991
153,0,Cinemabrain,Japan,Ryû Murakami,2,277813,Flop,Tokyo Decadence,NC-17,30-04-1993,135,6.1,Miho Nikaido,2276,Ryû Murakami,1992
154,0,Compañía Iberoamericana de TV,Spain,Pedro Almodóvar,2,206952,Hit,Matador,NC-17,07-03-1986,110,7,Assumpta Serna,8959,Pedro Almodóvar,1986
155,0,"Deseo, El",Spain,Pedro Almodóvar,5,4087361,Flop,Tie Me Up! Tie Me Down!,NC-17,12-04-1990,101,7,Victoria Abril,19654,Pedro Almodóvar,1989
156,0,Gemini Films,France,Christophe Honoré,2,70395,Flop,Ma mère,NC-17,10-08-2007,110,5.1,Isabelle Huppert,5331,Georges Bataille,2004
157,0,Laughing Kookaburra Productions,Australia,John Duigan,2,1610792,Hit,Wide Sargasso Sea,NC-17,16-04-1993,98,5.8,Karina Lombard,1662,Jan Sharp,1993
158,0,Les Artistes Anonymes,Belgium,Rémy Belvaux,5,205569,Hit,Man Bites Dog,NC-17,15-01-1993,95,7.6,Benoît Poelvoorde,30524,Rémy Belvaux,1992
159,0,Quat'sous Films,France,Abdellatif Kechiche,2,2199675,Flop,Blue Is the 16mest Color,NC-17,14-02-2014,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013
160,0,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,2,2531462,Flop,The Dreamers,NC-17,20-02-2004,115,7.2,Michael Pitt,89658,Gilbert Adair,2003
161,0,Recorded Picture Company (RPC),UK,David Mackenzie,9,767240,Flop,Young Adam,NC-17,26-09-2003,98,6.5,Ewan McGregor,12050,Alexander Trocchi,2003
162,0,Universal Pictures,USA,Philip Kaufman,8,11567449,Hit,Henry & June,NC-17,05-10-1990,136,6.3,Fred 16d,10779,Anaïs Nin,1990
163,1000000,Bad Lt. Productions,USA,Abel Ferrara,9,2000022,Hit,Bad Lieutenant,NC-17,17-12-1992,96,7.1,Harvey Keitel,31763,Zoë Lund,1992
