Id,budget,company,country,director,genre,gross,movie status,name,rating,released,runtime,score,star,votes,writer,year
3178,110000000,Columbia Pictures Corporation,USA,Mark Steven Johnson,1,115802596,Hit,Ghost Rider,PG-13,16-02-2007,114,5.2,Nicolas Cage,194164,Mark Steven Johnson,2007
3179,110000000,DreamWorks,USA,Shawn Levy,1,85468508,Flop,Real Steel,PG-13,07-10-2011,127,7.1,Hugh Jackman,268336,John Gatins,2011
3180,110000000,Eon Productions,UK,Roger Spottiswoode,1,125332007,Flop,Tomorrow Never Dies,PG-13,19-12-1997,119,6.5,Pierce Brosnan,157749,Bruce Feirstein,1997
3181,110000000,For16d Pass,Germany,Martin Scorsese,8,102608827,Hit,El aviador,PG-13,25-12-2004,170,7.5,Leonardo DiCaprio,284387,John Logan,2004
3182,110000000,Mandeville Films,USA,Robert Schwentke,1,66002193,Flop,Allegiant,PG-13,18-03-2016,120,5.7,Shailene Woodley,76550,Noah Oppenheim,2016
3183,110000000,OddLot Entertainment,USA,Gavin Hood,1,61737191,Hit,Ender's Game,PG-13,01-11-2013,114,6.7,Harrison Ford,197592,Gavin Hood,2013
3184,110000000,Summit Entertainment,USA,Bill Condon,3,281287133,Hit,The Twilight Saga: Breaking Dawn - Part 1,PG-13,18-11-2011,117,4.9,Kristen Ste16t,193280,Melissa Rosenberg,2011
3185,110000000,Summit Entertainment,USA,Robert Schwentke,1,130179072,Hit,Insurgent,PG-13,20-03-2015,119,6.3,Shailene Woodley,178165,Brian Duffield,2015
3186,110000000,Summit Entertainment,Hong Kong,Peter Berg,1,61284947,Flop,Horizonte profundo,PG-13,30-09-2016,107,7.2,Mark Wahlberg,104498,Matthew Michael Carnahan,2016
3187,110000000,Twentieth Century Fox Film Corporation,Canada,Bryan Singer,1,214949694,Flop,X-Men 2,PG-13,02-05-2003,134,7.5,Patrick Ste16t,441189,Zak Penn,2003
3188,110000000,Twentieth Century Fox Film Corporation,USA,Len Wiseman,1,134529403,Hit,Live Free or Die Hard,PG-13,27-06-2007,128,7.2,Bruce Willis,352297,Mark Bomback,2007
3189,110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,1,77222099,Flop,The A-Team,PG-13,11-06-2010,117,6.8,Liam Neeson,222505,Joe Carnahan,2010
3190,110000000,Twentieth Century Fox Film Corporation,UK,Tim Burton,3,87242834,Flop,Miss Peregrine's Home for Peculiar Children,PG-13,30-09-2016,127,6.7,Eva Green,116495,Ransom Riggs,2016
3191,110000000,Universal Pictures,USA,Paul Greengrass,1,227471070,Flop,The Bourne Ultimatum,PG-13,03-08-2007,115,8.1,Matt Damon,537243,Tony Gilroy,2007
3192,110000000,Village Roadshow Pictures,USA,Brad Peyton,1,155190832,Flop,San Andreas,PG-13,29-05-2015,114,6.1,Dwayne Johnson,167250,Carlton Cuse,2015
3193,110000000,16ner Bros.,USA,Steven Soderbergh,9,125544280,Flop,Ocean's Twelve,PG-13,10-12-2004,125,6.5,George Clooney,305800,George Nolfi,2004
3194,113000000,Lucasfilm,USA,George Lucas,1,380262555,Hit,Star 16s: Episode III - Revenge of the Sith,PG-13,19-05-2005,140,7.6,Hayden Christensen,570398,George Lucas,2005
3195,115000000,Paramount Pictures,USA,Simon West,1,131144183,Flop,Lara Croft: Tomb Raider,PG-13,15-06-2001,100,5.8,Angelina Jolie,167892,Sara B. Cooper,2001
3196,115000000,Universal Pictures,USA,Cedric Nicolas-Troyan,1,47952020,Flop,The Huntsman: Winter's 16,PG-13,22-04-2016,114,6.1,Chris Hemsworth,71570,Evan Spiliotopoulos,2016
3197,116000000,Universal Pictures,USA,Roger Donaldson,1,67127760,Flop,Dante's Peak,PG-13,07-02-1997,108,5.9,Pierce Brosnan,67277,Leslie Bohem,1997
3198,117000000,Twentieth Century Fox Film Corporation,USA,James Mangold,1,76423035,Hit,Knight and Day,PG-13,23-06-2010,109,6.3,Tom Cruise,157815,Patrick O'Neill,2010
3199,120000000,Captivate Entertainment,UK,Paul Greengrass,1,162434410,Hit,Jason Bourne,PG-13,29-07-2016,123,6.7,Matt Damon,163614,Paul Greengrass,2016
3200,120000000,Columbia Pictures,USA,James L. Brooks,5,30212620,Flop,How Do You Know,PG-13,17-12-2010,100,5.4,Reese Witherspoon,37605,James L. Brooks,2010
3201,120000000,Columbia Pictures,USA,Michel Gondry,1,98780042,Hit,The Green Hornet,PG-13,14-01-2011,100,5.8,Seth Rogen,142094,Seth Rogen,2011
3202,120000000,Columbia Pictures Corporation,USA,McG,1,100830111,Hit,Charlie's Angels: Full Throttle,PG-13,27-06-2003,106,4.8,Drew Barrymore,105990,Ivan Goff,2003
3203,120000000,Regency Enterprises,USA,Doug Liman,1,186336279,Hit,Mr. & Mrs. Smith,PG-13,10-06-2005,120,6.5,Brad Pitt,379073,Simon Kinberg,2005
3204,120000000,Summit Entertainment,USA,Bill Condon,3,292298923,Hit,The Twilight Saga: Breaking Dawn - Part 2,PG-13,16-11-2012,115,5.5,Kristen Ste16t,197849,Melissa Rosenberg,2012
3205,120000000,Touchstone Pictures,USA,Antoine Fuqua,1,51882244,Hit,King Arthur,PG-13,07-07-2004,126,6.3,Clive Owen,144158,David Franzoni,2004
3206,120000000,Twentieth Century Fox Film Corporation,USA,Alex Proyas,1,144801023,Flop,"I, Robot",PG-13,16-07-2004,115,7.1,Will Smith,423244,Jeff Vintar,2004
3207,120000000,Twentieth Century Fox Film Corporation,USA,James Mangold,1,132556852,Flop,The Wolverine,PG-13,26-07-2013,126,6.7,Hugh Jackman,364907,Mark Bomback,2013
3208,120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,1,56117548,Hit,Fantastic Four,PG-13,07-08-2015,100,4.3,Miles Teller,125934,Jeremy Slater,2015
3209,120000000,Universal Pictures,USA,Joseph Kosinski,1,89021735,Hit,Oblivion,PG-13,19-04-2013,124,7,Tom Cruise,418811,Karl Gajdusek,2013
3210,125000000,Color Force,USA,Francis Lawrence,1,337135885,Hit,The Hunger Games: Mockingjay - Part 1,PG-13,21-11-2014,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014
3211,125000000,Columbia Pictures,USA,Ron Ho16d,11,217536138,Flop,The Da Vinci Code,PG-13,19-05-2006,149,6.6,Tom Hanks,345008,Akiva Goldsman,2006
3212,125000000,Paramount Pictures,USA,John Woo,1,215409889,Flop,Mission: Impossible II,PG-13,24-05-2000,123,6.1,Tom Cruise,260493,Bruce Geller,2000
3213,125000000,Paramount Pictures,USA,Darren Aronofsky,1,101200044,Flop,Noah,PG-13,28-03-2014,138,5.8,Russell Crowe,213644,Darren Aronofsky,2014
3214,125000000,Paramount Pictures,USA,Jonathan Liebesman,1,191204754,Flop,Teenage Mutant Ninja Turtles,PG-13,08-08-2014,101,5.8,Megan Fox,181678,Josh Appelbaum,2014
3215,125000000,Regency Enterprises,USA,Justin Kurzel,1,54645723,Flop,Assassin's Creed,PG-13,21-12-2016,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016
3216,125000000,Total Recall,USA,Len Wiseman,1,58877969,Hit,Total Recall,PG-13,03-08-2012,118,6.3,Colin Farrell,214699,Kurt Wimmer,2012
3217,125000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,1,186740799,Hit,The Day After Tomorrow,PG-13,28-05-2004,124,6.4,Dennis Quaid,356977,Roland Emmerich,2004
3218,125000000,Universal Pictures,USA,Justin Lin,1,209837675,Hit,Fast Five,PG-13,29-04-2011,130,7.3,Vin Diesel,307369,Chris Morgan,2011
3219,125000000,Universal Pictures,USA,Tony Gilroy,1,113203870,Hit,The Bourne Legacy,PG-13,10-08-2012,135,6.7,Jeremy Renner,250175,Tony Gilroy,2012
3220,125000000,16ner Bros.,USA,Joel Schumacher,1,107325195,Flop,Batman & Robin,PG-13,20-06-1997,125,3.7,Arnold Sch16zenegger,202339,Bob Kane,1997
3221,125000000,16ner Bros.,USA,Louis Leterrier,1,163214888,Hit,Clash of the Titans,PG-13,02-04-2010,106,5.8,Sam Worthington,241875,Travis Beacham,2010
3222,125000000,16ner Bros.,USA,David Yates,3,381011219,Flop,Harry Potter and the Deathly Hallows: Part 2,PG-13,15-07-2011,130,8.1,Daniel Radcliffe,608969,Steve Kloves,2011
3223,125000000,16ner Bros.,USA,Guy Ritchie,1,186848418,Hit,Sherlock Holmes: A Game of Shadows,PG-13,16-12-2011,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011
3224,126000000,DreamWorks,USA,Michael Bay,1,35818913,Hit,The Island,PG-13,22-07-2005,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005
3225,130000000,Centropolis Film Productions,USA,Roland Emmerich,1,136314294,Hit,Godzilla,PG-13,20-05-1998,139,5.3,Matthew Broderick,160038,Dean Devlin,1998
3226,130000000,Color Force,USA,Francis Lawrence,1,424668047,Hit,The Hunger Games: Catching Fire,PG-13,22-11-2013,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013
3227,130000000,Columbia Pictures,USA,M. Night Shyamalan,1,60522097,Hit,After Earth,PG-13,31-05-2013,100,4.9,Jaden Smith,169422,Gary Whitta,2013
3228,130000000,Gary Sanchez Productions,USA,Peyton Reed,1,180202163,Flop,Ant-Man,PG-13,17-07-2015,117,7.3,Paul Rudd,388417,Edgar Wright,2015
3229,130000000,Paramount Pictures,UK,Breck Eisner,1,68671925,Flop,Sahara,PG-13,08-04-2005,124,6,Matthew McConaughey,81514,Clive Cussler,2005
3230,130000000,Paramount Pictures,USA,Jon M. Chu,1,122523060,Flop,G.I. Joe: Retaliation,PG-13,28-03-2013,110,5.8,Dwayne Johnson,154740,Rhett Reese,2013
3231,130000000,Twentieth Century Fox Film Corporation,UK,Baz Luhrmann,3,49554002,Hit,Australia,PG-13,26-11-2008,165,6.6,Nicole Kidman,107593,Stuart Beattie,2008
3232,130000000,Universal Pictures,USA,Robert Schwentke,1,33618855,Flop,R.I.P.D.,PG-13,19-07-2013,100,5.6,Ryan Reynolds,99230,Phil Hay,2013
3233,132000000,Paramount Pictures,USA,Steven Spielberg,3,234280354,Flop,16 of the Worlds,PG-13,29-06-2005,116,6.5,Tom Cruise,357995,Josh Friedman,2005
3234,135000000,Columbia Pictures Corporation,USA,Rob Cohen,1,32116746,Flop,Stealth,PG-13,29-07-2005,121,5,Josh Lucas,47130,W.D. Richter,2005
3235,135000000,Danjaq,UK,Michael Apted,1,126943684,Flop,The World Is Not Enough,PG-13,19-11-1999,128,6.4,Pierce Brosnan,165433,Neal Purvis,1999
3236,135000000,Paramount Pictures,USA,Dave Green,1,82051601,Flop,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,03-06-2016,112,6,Megan Fox,64684,Josh Appelbaum,2016
3237,137000000,Chris Lee Productions,USA,Hironobu Sakaguchi,4,32131830,Flop,Final 6: The Spirits Within,PG-13,11-07-2001,106,6.4,Alec Baldwin,75443,Hironobu Sakaguchi,2001
3238,137000000,Universal Pictures,USA,Ang Lee,1,132177234,Hit,Hulk,PG-13,20-06-2003,138,5.7,Eric Bana,223943,Stan Lee,2003
3239,139000000,Columbia Pictures Corporation,USA,Sam Raimi,1,403706375,Hit,Spider-Man,PG-13,03-05-2002,121,7.3,Tobey Maguire,587005,Stan Lee,2002
3240,140000000,Chernin Entertainment,UK,Ridley Scott,1,65014513,Hit,Exodus: Gods and Kings,PG-13,12-12-2014,150,6,Christian Bale,140323,Adam Cooper,2014
3241,140000000,Columbia Pictures Corporation,USA,Barry Sonnenfeld,1,190418803,Hit,Men in Black II,PG-13,03-07-2002,88,6.1,Tommy Lee Jones,284356,Lowell Cunningham,2002
3242,140000000,New Line Cinema,USA,Brett Ratner,1,140125968,Hit,Rush Hour 3,PG-13,10-08-2007,91,6.2,Jackie Chan,130138,Jeff Nathanson,2007
3243,140000000,Paramount Pictures,USA,Jon Favreau,1,318412101,Flop,Iron Man,PG-13,02-05-2008,126,7.9,Robert Downey Jr.,755866,Mark Fergus,2008
3244,140000000,Paramount Pictures,USA,Joe Johnston,1,176654505,Hit,Captain America: The First Avenger,PG-13,22-07-2011,124,6.9,Chris Evans,563504,Christopher Markus,2011
3245,140000000,Pyramania,USA,Alex Proyas,1,31153464,Flop,Gods of Egypt,PG-13,26-02-2016,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016
3246,140000000,Touchstone Pictures,USA,Michael Bay,1,201573391,Hit,Armageddon,PG-13,01-07-1998,151,6.6,Bruce Willis,344203,Jonathan Hensleigh,1998
3247,140000000,Touchstone Pictures,USA,Michael Bay,1,198542554,Flop,Pearl Harbor,PG-13,25-05-2001,183,6.1,Ben Affleck,272170,Randall Wallace,2001
3248,140000000,Walt Disney Pictures,USA,Gore Verbinski,1,305413918,Flop,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,09-07-2003,143,8,Johnny Depp,886092,Ted Elliott,2003
3249,140000000,16ner Bros.,USA,Wolfgang Petersen,1,182618434,Hit,The Perfect Storm,PG-13,30-06-2000,130,6.4,George Clooney,139439,Sebastian Junger,2000
3250,142000000,Eon Productions,UK,Lee Tamahori,1,160942139,Flop,Die Another Day,PG-13,22-11-2002,133,6.1,Pierce Brosnan,179342,Ian Fleming,2002
3251,144000000,Columbia Pictures,USA,Paul Feig,1,128344089,Flop,Ghostbusters,PG-13,15-07-2016,116,5.3,Melissa McCarthy,157351,Katie Dippold,2016
3252,145000000,Paramount Pictures,USA,Brad Bird,1,209397903,Hit,Mission: Impossible - Ghost Protocol,PG-13,21-12-2011,132,7.4,Tom Cruise,388730,Bruce Geller,2011
3253,145000000,Universal Pictures,USA,Rob Cohen,1,102491776,Hit,The Mummy: Tomb of the Dragon Emperor,PG-13,01-08-2008,112,5.2,Brendan Fraser,128515,Alfred Gough,2008
3254,150000000,Columbia Pictures,UK,Martin Campbell,1,167445960,Flop,Casino Royale,PG-13,17-11-2006,144,8,Daniel Craig,503887,Neal Purvis,2006
3255,150000000,Columbia Pictures,USA,Peter Berg,1,227946274,Flop,Hancock,PG-13,02-07-2008,92,6.4,Will Smith,375055,Vincent Ngo,2008
3256,150000000,Columbia Pictures,USA,Ron Ho16d,11,133375846,Hit,Angels & Demons,PG-13,15-05-2009,138,6.7,Tom Hanks,232877,David Koepp,2009
3257,150000000,Columbia Pictures,USA,Roland Emmerich,1,73103784,Flop,White House Down,PG-13,28-06-2013,131,6.4,Channing Tatum,176922,James Vanderbilt,2013
3258,150000000,DreamWorks,USA,Michael Bay,1,319071806,Flop,Transformers,PG-13,03-07-2007,144,7.1,Shia LaBeouf,541000,Roberto Orci,2007
3259,150000000,Legendary East,USA,Yimou Zhang,1,45157105,Hit,The Great Wall,PG-13,17-02-2017,103,6,Matt Damon,82181,Carlo Bernard,2016
3260,150000000,Paramount Pictures,USA,J.J. Abrams,1,134029801,Flop,Mission: Impossible III,PG-13,05-05-2006,126,6.9,Tom Cruise,275630,Alex Kurtzman,2006
3261,150000000,Paramount Pictures,USA,Robert Zemeckis,4,82161969,Flop,Beowulf,PG-13,16-11-2007,115,6.2,Ray Winstone,148203,Neil Gaiman,2007
3262,150000000,Paramount Pictures,USA,J.J. Abrams,1,257730019,Flop,Star Trek,PG-13,08-05-2009,127,8,Chris Pine,532987,Roberto Orci,2009
3263,150000000,Paramount Pictures,USA,Kenneth Branagh,1,181030624,Flop,Thor,PG-13,06-05-2011,115,7,Chris Hemsworth,585830,Ashley Miller,2011
3264,150000000,Paramount Pictures,China,Christopher McQuarrie,1,195042377,Flop,Misión: imposible 5 - Nación secreta,PG-13,31-07-2015,131,7.4,Tom Cruise,265527,Christopher McQuarrie,2015
3265,150000000,Twentieth Century Fox Film Corporation,USA,Peter Weir,1,93927920,Hit,Master and Commander: The Far Side of the World,PG-13,14-11-2003,138,7.4,Russell Crowe,178098,Patrick O'Brian,2003
3266,150000000,Twentieth Century Fox Film Corporation,USA,Gavin Hood,1,179883157,Hit,X-Men Origins: Wolverine,PG-13,01-05-2009,107,6.7,Hugh Jackman,397838,David Benioff,2009
3267,150000000,Universal Pictures,USA,Louis Leterrier,1,134518390,Flop,The Incredible Hulk,PG-13,13-06-2008,112,6.8,Ed16d Norton,350423,Zak Penn,2008
3268,150000000,Universal Pictures,USA,Colin Trevorrow,1,652270625,Hit,Jurassic World,PG-13,12-06-2015,124,7,Chris Pratt,469200,Rick Jaffa,2015
3269,150000000,16ner Bros.,UK,Mike Newell,3,290013036,Flop,Harry Potter and the Goblet of Fire,PG-13,18-11-2005,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005
3270,150000000,16ner Bros.,USA,Christopher Nolan,1,206852432,Hit,Batman Begins,PG-13,15-06-2005,152,8.3,Christian Bale,1075968,Bob Kane,2005
3271,150000000,16ner Bros.,UK,David Yates,3,292004738,Hit,Harry Potter and the Order of the Phoenix,PG-13,11-07-2007,138,7.5,Daniel Radcliffe,396738,Michael Goldenberg,2007
3272,150000000,16ner Bros.,USA,Francis Lawrence,2,256386216,Hit,I Am Legend,PG-13,14-12-2007,101,7.2,Will Smith,579646,Mark Protosevich,2007
3273,150000000,16ner Bros.,USA,David Fincher,2,127509326,Hit,The Curious Case of Benjamin Button,PG-13,25-12-2008,166,7.8,Brad Pitt,495968,Eric Roth,2008
3274,150000000,16ner Bros.,USA,Tim Burton,5,79727149,Hit,Dark Shadows,PG-13,11-05-2012,113,6.2,Johnny Depp,213561,Seth Grahame-Smith,2012
3275,150000000,16ner Bros.,Spain,Jonathan Liebesman,1,83670083,Flop,Furia de Titanes 2,PG-13,30-03-2012,99,5.8,Sam Worthington,161836,Dan Mazeau,2012
3276,155000000,Paramount Pictures,USA,Alan Taylor,1,89760956,Hit,Terminator Genisys,PG-13,01-07-2015,126,6.5,Arnold Sch16zenegger,212532,Laeta Kalogridis,2015
3277,160000000,Blue Tulip Productions,USA,Jan de Bont,1,48608066,Hit,Speed 2: Cruise Control,PG-13,13-06-1997,121,3.8,Sandra Bullock,64186,Graham Yost,1997
3278,160000000,Color Force,USA,Francis Lawrence,1,281723902,Hit,The Hunger Games: Mockingjay - Part 2,PG-13,20-11-2015,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015
3279,160000000,Legendary Entertainment,China,Duncan Jones,1,47365290,Flop,16craft: The Beginning,PG-13,10-06-2016,123,6.9,Travis Fimmel,197373,Charles Leavitt,2016
3280,160000000,Twentieth Century Fox Film Corporation,USA,Matthew Vaughn,1,146408305,Flop,X-Men: First Class,PG-13,03-06-2011,132,7.8,James McAvoy,561501,Ashley Miller,2011
3281,160000000,Universal Pictures,USA,Stephen Sommers,1,120177084,Hit,Van Helsing,PG-13,07-05-2004,131,6,Hugh Jackman,211483,Stephen Sommers,2004
3282,160000000,Universal Pictures,USA,Justin Lin,1,238679850,Hit,Fast & Furious 6,PG-13,24-05-2013,130,7.1,Vin Diesel,324918,Chris Morgan,2013
3283,160000000,16ner Bros.,USA,Wolfgang Petersen,1,60674817,Hit,Poseidon,PG-13,12-05-2006,98,5.6,Richard Dreyfuss,86466,Mark Protosevich,2006
3284,160000000,16ner Bros.,USA,Christopher Nolan,1,292576195,Flop,Inception,PG-13,16-07-2010,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010
3285,160000000,16ner Bros.,USA,Gareth Ed16ds,1,200676069,Flop,Godzilla,PG-13,16-05-2014,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014
3286,163000000,Universal Pictures,USA,Jon Favreau,1,100240551,Hit,Cowboys & Aliens,PG-13,29-07-2011,119,6,Daniel Craig,182868,Roberto Orci,2011
3287,165000000,Marvel Studios,USA,Scott Derrickson,1,232641920,Hit,Doctor Strange,PG-13,04-11-2016,115,7.5,Benedict Cumberbatch,348307,Jon Spaihts,2016
3288,165000000,Paramount Pictures,USA,Christopher Nolan,3,188020017,Hit,Interstellar,PG-13,07-11-2014,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014
3289,165000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,1,103144286,Flop,Independence Day: Resurgence,PG-13,24-06-2016,120,5.3,Liam Hemsworth,137119,Nicolas Wright,2016
3290,170000000,Chernin Entertainment,USA,Matt Reeves,1,208545589,Flop,Dawn of the Planet of the Apes,PG-13,11-07-2014,130,7.6,Gary Oldman,355042,Mark Bomback,2014
3291,170000000,Marvel Entertainment,USA,Anthony Russo,1,259766572,Flop,Captain America: The Winter Soldier,PG-13,04-04-2014,136,7.8,Chris Evans,559974,Christopher Markus,2014
3292,170000000,Marvel Studios,USA,Alan Taylor,1,206362140,Hit,Thor: The Dark World,PG-13,08-11-2013,112,7,Chris Hemsworth,456007,Christopher Yost,2013
3293,170000000,Marvel Studios,USA,James Gunn,1,333176600,Hit,Guardians of the Galaxy,PG-13,01-08-2014,121,8.1,Chris Pratt,791340,James Gunn,2014
3294,170000000,Peters Entertainment,USA,Barry Sonnenfeld,1,113805681,Flop,Wild Wild West,PG-13,30-06-1999,106,4.8,Will Smith,136482,Jim Thomas,1999
3295,170000000,Roth Films,USA,Rupert Sanders,1,155332381,Flop,Snow White and the Huntsman,PG-13,01-06-2012,127,6.1,Kristen Ste16t,243327,Evan Daugherty,2012
3296,175000000,Atlas Entertainment,USA,David Ayer,1,325100054,Hit,Suicide Squad,PG-13,05-08-2016,123,6.2,Will Smith,435667,David Ayer,2016
3297,175000000,H2F Entertainment,USA,Carl Rinsch,1,38362475,Hit,47 Ronin,PG-13,25-12-2013,119,6.3,Keanu Reeves,125778,Chris Morgan,2013
3298,175000000,Paramount Pictures,USA,Stephen Sommers,1,152267519,Hit,G.I. Joe: The Rise of Cobra,PG-13,07-08-2009,118,5.8,Dennis Quaid,182662,Stuart Beattie,2009
3299,175000000,Universal Pictures,USA,Kevin Reynolds,1,88246220,Flop,Waterworld,PG-13,28-07-1995,135,6.1,Kevin Costner,153742,Peter Rader,1995
3300,176000000,16ner Bros.,USA,Lana Wachowski,1,47387723,Flop,Jupiter Ascending,PG-13,06-02-2015,127,5.3,Channing Tatum,153531,Lilly Wachowski,2015
3301,178000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,1,155442489,Flop,X-Men: Apocalypse,PG-13,27-05-2016,144,7,James McAvoy,296415,Simon Kinberg,2016
3302,178000000,16ner Bros.,USA,Doug Liman,1,100206256,Flop,Edge of Tomorrow,PG-13,06-06-2014,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014
3303,180000000,Heyday Films,UK,David Yates,3,234037575,Hit,Fantastic Beasts and Where to Find Them,PG-13,18-11-2016,133,7.4,Eddie Redmayne,268073,J.K. Rowling,2016
3304,180000000,New Line Cinema,UK,Chris Weitz,3,70107728,Hit,The Golden Compass,PG-13,07-12-2007,113,6.1,Nicole Kidman,157342,Chris Weitz,2007
3305,180000000,New Line Cinema,USA,Peter Jackson,3,303003568,Flop,The Hobbit: An Unexpected Journey,PG-13,14-12-2012,169,7.9,Martin Freeman,680250,Fran Walsh,2012
3306,180000000,16ner Bros. Pictures,UK,David Yates,1,126643061,Hit,The Legend of Tarzan,PG-13,01-07-2016,110,6.3,Alexander Skarsgård,128712,Adam Cozad,2016
3307,185000000,Paramount Pictures,USA,Steven Spielberg,1,317101119,Flop,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,22-05-2008,122,6.2,Harrison Ford,358563,David Koepp,2008
3308,185000000,Paramount Pictures,USA,Justin Lin,1,158848340,Hit,Star Trek Beyond,PG-13,22-07-2016,122,7.1,Chris Pine,179426,Simon Pegg,2016
3309,185000000,16ner Bros.,USA,Christopher Nolan,1,534858444,Flop,The Dark Knight,PG-13,18-07-2008,152,9,Christian Bale,1839571,Jonathan Nolan,2008
3310,190000000,Paramount Pictures,USA,J.J. Abrams,1,228778661,Flop,Star Trek Into Darkness,PG-13,16-05-2013,132,7.8,Chris Pine,423966,Roberto Orci,2013
3311,190000000,Paramount Pictures,USA,Marc Forster,1,202359711,Hit,World 16 Z,PG-13,21-06-2013,116,7,Brad Pitt,507319,Matthew Michael Carnahan,2013
3312,190000000,Universal Pictures,USA,James Wan,1,353007020,Flop,Furious 7,PG-13,03-04-2015,137,7.2,Vin Diesel,309837,Chris Morgan,2015
3313,190000000,16ner Bros.,USA,Guillermo del Toro,1,101802906,Flop,Pacific Rim,PG-13,12-07-2013,131,7,Idris Elba,407588,Travis Beacham,2013
3314,195000000,New Line Cinema,USA,Bryan Singer,3,65187603,Flop,Jack the Giant Slayer,PG-13,01-03-2013,114,6.3,Nicholas Hoult,113861,Darren Lemke,2013
3315,195000000,Paramount Pictures,USA,Michael Bay,1,352390543,Hit,Transformers: Dark of the Moon,PG-13,29-06-2011,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011
3316,200000000,Columbia Pictures,USA,Roland Emmerich,1,166112167,Hit,2012,PG-13,13-11-2009,158,5.8,John Cusack,303766,Roland Emmerich,2009
3317,200000000,Columbia Pictures Corporation,USA,Sam Raimi,1,373585825,Hit,Spider-Man 2,PG-13,30-06-2004,127,7.3,Tobey Maguire,451467,Stan Lee,2004
3318,200000000,DreamWorks,USA,Michael Bay,1,402111870,Hit,Transformers: Revenge of the Fallen,PG-13,24-06-2009,150,6,Shia LaBeouf,343549,Ehren Kruger,2009
3319,200000000,Eon Productions,UK,Sam Mendes,1,304360277,Flop,Skyfall,PG-13,09-11-2012,143,7.8,Daniel Craig,556275,Ian Fleming,2012
3320,200000000,"Halcyon Company, The",USA,McG,1,125322469,Flop,Terminator Salvation,PG-13,21-05-2009,115,6.6,Christian Bale,301842,John Brancato,2009
3321,200000000,Lucasfilm,USA,Gareth Ed16ds,1,532177324,Hit,Rogue One,PG-13,16-12-2016,133,7.9,Felicity Jones,365473,Chris Weitz,2016
3322,200000000,Marvel Enterprises,USA,Marc Webb,1,202853933,Hit,The Amazing Spider-Man 2,PG-13,02-05-2014,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014
3323,200000000,Marvel Studios,China,Shane Black,1,409013994,Flop,Iron Man 3,PG-13,03-05-2013,130,7.2,Robert Downey Jr.,605330,Drew Pearce,2013
3324,200000000,Metro-Goldwyn-Mayer (MGM),UK,Marc Forster,1,168368427,Flop,Quantum of Solace,PG-13,14-11-2008,106,6.6,Daniel Craig,353784,Paul Haggis,2008
3325,200000000,Paramount Pictures,USA,Jon Favreau,1,312433331,Hit,Iron Man 2,PG-13,07-05-2010,124,7,Robert Downey Jr.,571416,Justin Theroux,2010
3326,200000000,Twentieth Century Fox Film Corporation,USA,James Cameron,2,658672302,Hit,Titanic,PG-13,19-12-1997,194,7.8,Leonardo DiCaprio,862554,James Cameron,1997
3327,200000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,1,233921534,Hit,X-Men: Days of Future Past,PG-13,23-05-2014,132,8,Patrick Ste16t,565997,Simon Kinberg,2014
3328,200000000,Universal Pictures,USA,Ridley Scott,1,105269730,Flop,Robin Hood,PG-13,14-05-2010,140,6.7,Russell Crowe,224548,Brian Helgeland,2010
3329,200000000,Walt Disney Pictures,USA,Mike Newell,1,90759676,Flop,Prince of Persia: The Sands of Time,PG-13,28-05-2010,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010
3330,200000000,16ner Bros.,USA,Martin Campbell,1,116601172,Flop,Green Lantern,PG-13,17-06-2011,114,5.6,Ryan Reynolds,235591,Greg Berlanti,2011
3331,207000000,Universal Pictures,New Zealand,Peter Jackson,1,218080025,Flop,King Kong,PG-13,14-12-2005,187,7.2,Naomi Watts,340976,Fran Walsh,2005
3332,209000000,Universal Pictures,USA,Peter Berg,1,65422625,Hit,Battleship,PG-13,18-05-2012,131,5.8,Alexander Skarsgård,213632,Jon Hoeber,2012
3333,209000000,16ner Bros.,USA,Bryan Singer,1,200081192,Hit,Superman Returns,PG-13,28-06-2006,154,6.1,Brandon Routh,249656,Michael Dougherty,2006
